E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30a,E30b
9.7000E-09,2.2900E+01,1.3800E+01,2.1200E+01,1.6600E+01,3.2750E+01,7.0930E-01,7.4670E-01,7.5730E-01,2.2150E-01,-5.0080E-01,-4.0740E-01,-4.1300E-01,-8.0550E-01,-1.0600E-02,-9.8000E-02,-9.9300E-02,1.1581E+00,1.4000E-01,2.1600E+00,1.3000E-01,3.7000E-01,2.8924E+00,5.6064E-02,1.2807E+00,5.3000E-01,4.8400E+00,5.8076E-01,1.2189E+00,0.0000E+00,1.8190E-01
9.7000E-09,2.2900E+01,1.3800E+01,2.1200E+01,1.6600E+01,3.2750E+01,7.0950E-01,7.4640E-01,7.5730E-01,2.2110E-01,-5.0130E-01,-4.0780E-01,-4.1330E-01,-8.0550E-01,-9.4000E-03,-9.8100E-02,-9.9300E-02,1.1590E+00,1.4000E-01,2.1200E+00,9.0000E-02,3.6000E-01,2.8974E+00,2.0492E-02,1.2696E+00,5.3000E-01,4.8600E+00,5.8076E-01,1.2105E+00,2.8146E-01,5.8796E-01
9.7000E-09,2.2900E+01,1.3800E+01,2.1200E+01,1.6700E+01,3.2750E+01,7.0950E-01,7.4660E-01,7.5760E-01,2.2190E-01,-5.0080E-01,-4.0740E-01,-4.1330E-01,-8.0540E-01,-8.2000E-03,-9.7100E-02,-9.8100E-02,1.1589E+00,1.4000E-01,2.1200E+00,9.0000E-02,3.7000E-01,2.8994E+00,4.3194E-02,1.2687E+00,5.3000E-01,4.8200E+00,5.8076E-01,1.2170E+00,4.8208E-01,7.6833E-01
9.7000E-09,2.2900E+01,1.3800E+01,2.1200E+01,1.6600E+01,3.3000E+01,7.0990E-01,7.4690E-01,7.5780E-01,2.2170E-01,-5.0090E-01,-4.0730E-01,-4.1310E-01,-8.0550E-01,-9.4000E-03,-9.7700E-02,-9.8900E-02,1.1590E+00,1.3000E-01,2.1200E+00,2.1000E-01,3.7000E-01,2.8943E+00,8.9167E-02,1.2710E+00,5.3000E-01,4.7900E+00,5.8076E-01,1.2211E+00,0.0000E+00,1.7163E-01
9.7000E-09,2.2900E+01,1.3900E+01,2.1200E+01,1.6600E+01,3.3000E+01,7.0960E-01,7.4710E-01,7.5780E-01,2.2180E-01,-5.0110E-01,-4.0740E-01,-4.1360E-01,-8.0680E-01,-8.2000E-03,-9.6700E-02,-9.8000E-02,1.1588E+00,1.3000E-01,2.1200E+00,9.0000E-02,3.8000E-01,2.8877E+00,9.4303E-02,1.2766E+00,5.3000E-01,4.8300E+00,5.8076E-01,1.2179E+00,0.0000E+00,3.1768E-02
9.7000E-09,2.2900E+01,1.3800E+01,2.1200E+01,1.6600E+01,3.3000E+01,7.0910E-01,7.4660E-01,7.5730E-01,2.2150E-01,-5.0120E-01,-4.0760E-01,-4.1340E-01,-8.0570E-01,-8.8000E-03,-9.6800E-02,-9.9400E-02,1.1579E+00,1.3000E-01,2.1200E+00,1.0000E-02,3.7000E-01,2.8932E+00,9.7441E-02,1.2859E+00,5.3000E-01,4.8400E+00,5.8076E-01,1.1982E+00,3.6106E-01,6.5536E-01
9.7000E-09,2.2900E+01,1.3800E+01,2.1200E+01,1.6500E+01,3.3000E+01,7.0970E-01,7.4670E-01,7.5730E-01,2.2150E-01,-5.0080E-01,-4.0750E-01,-4.1340E-01,-8.0570E-01,-1.1100E-02,-9.8200E-02,-9.9400E-02,1.1579E+00,1.3000E-01,2.1200E+00,9.0000E-02,3.7000E-01,2.9049E+00,1.0245E-01,1.2877E+00,5.3000E-01,4.8200E+00,5.8076E-01,1.2204E+00,2.9638E-01,6.0236E-01
9.1000E-09,2.2900E+01,1.3800E+01,2.1200E+01,1.6600E+01,3.3000E+01,7.0970E-01,7.4670E-01,7.5730E-01,2.2150E-01,-5.0080E-01,-4.0750E-01,-4.1340E-01,-8.0570E-01,-1.1100E-02,-9.8200E-02,-9.9400E-02,1.1579E+00,1.3000E-01,2.1200E+00,9.0000E-02,3.7000E-01,2.9091E+00,1.0780E-01,1.2896E+00,5.3000E-01,4.7900E+00,5.8076E-01,1.2211E+00,1.0152E-01,4.1736E-01
9.1000E-09,2.2900E+01,1.3800E+01,2.1200E+01,1.6600E+01,3.3000E+01,7.0970E-01,7.4670E-01,7.5730E-01,2.2150E-01,-5.0080E-01,-4.0750E-01,-4.1340E-01,-8.0570E-01,-1.1100E-02,-9.8200E-02,-9.9400E-02,1.1579E+00,1.3000E-01,2.1200E+00,9.0000E-02,3.8000E-01,2.9110E+00,1.1302E-01,1.2914E+00,5.3000E-01,4.7400E+00,5.8076E-01,1.2337E+00,4.3826E-01,7.2980E-01
9.1000E-09,2.2900E+01,1.3800E+01,2.1200E+01,1.6600E+01,3.3250E+01,7.0970E-01,7.4670E-01,7.5730E-01,2.2150E-01,-5.0080E-01,-4.0750E-01,-4.1340E-01,-8.0570E-01,-1.1100E-02,-9.8200E-02,-9.9400E-02,1.1579E+00,1.3000E-01,2.1200E+00,9.0000E-02,3.8000E-01,2.9109E+00,1.1536E-01,1.2934E+00,5.4000E-01,4.7200E+00,6.0229E-01,1.2388E+00,0.0000E+00,1.8623E-01
9.1000E-09,2.2900E+01,1.3800E+01,2.1300E+01,1.6600E+01,3.3000E+01,7.0970E-01,7.4670E-01,7.5730E-01,2.2150E-01,-5.0080E-01,-4.0750E-01,-4.1340E-01,-8.0570E-01,-1.1100E-02,-9.8200E-02,-9.9400E-02,1.1579E+00,1.3000E-01,2.1200E+00,9.0000E-02,3.8000E-01,2.9126E+00,1.2068E-01,1.2955E+00,5.5000E-01,4.7100E+00,5.8800E-01,1.2414E+00,4.2840E-01,7.1519E-01
9.1000E-09,2.2900E+01,1.3800E+01,2.1200E+01,1.6600E+01,3.3250E+01,7.0970E-01,7.4670E-01,7.5730E-01,2.2150E-01,-5.0080E-01,-4.0750E-01,-4.1340E-01,-8.0570E-01,-1.1100E-02,-9.8200E-02,-9.9400E-02,1.1579E+00,1.3000E-01,2.1200E+00,1.6000E-01,3.8000E-01,2.9136E+00,1.2587E-01,1.2968E+00,5.4000E-01,4.7500E+00,5.6673E-01,1.2414E+00,1.5551E-01,4.7091E-01
9.1000E-09,2.2900E+01,1.3900E+01,2.1300E+01,1.6600E+01,3.3250E+01,7.0970E-01,7.4670E-01,7.5730E-01,2.2150E-01,-5.0080E-01,-4.0750E-01,-4.1340E-01,-8.0570E-01,-1.1100E-02,-9.8200E-02,-9.9400E-02,1.1579E+00,1.3000E-01,2.1200E+00,9.0000E-02,3.7000E-01,2.9232E+00,1.3230E-01,1.2975E+00,5.4000E-01,4.7000E+00,5.6673E-01,1.2405E+00,1.0000E-02,2.4540E-01
9.1000E-09,2.2900E+01,1.3900E+01,2.1300E+01,1.6600E+01,3.3250E+01,7.0970E-01,7.4670E-01,7.5730E-01,2.2150E-01,-5.0080E-01,-4.0750E-01,-4.1340E-01,-8.0570E-01,-1.1100E-02,-9.8200E-02,-9.9400E-02,1.1579E+00,1.3000E-01,2.1200E+00,9.0000E-02,3.8000E-01,2.9385E+00,1.3611E-01,1.2989E+00,5.4000E-01,4.7100E+00,5.6673E-01,1.2414E+00,4.3021E-01,7.1123E-01
9.1000E-09,2.2900E+01,1.3900E+01,2.1300E+01,1.6600E+01,3.3250E+01,7.0970E-01,7.4670E-01,7.5730E-01,2.2150E-01,-5.0080E-01,-4.0750E-01,-4.1340E-01,-8.0570E-01,-1.1100E-02,-9.8200E-02,-9.9400E-02,1.1579E+00,1.3000E-01,2.1200E+00,9.0000E-02,3.8000E-01,2.9572E+00,1.3754E-01,1.3001E+00,5.4000E-01,4.7400E+00,5.6673E-01,1.2406E+00,1.9042E-01,4.9691E-01
9.7000E-09,2.2900E+01,1.3900E+01,2.1300E+01,1.6600E+01,3.3250E+01,7.0970E-01,7.4670E-01,7.5730E-01,2.2150E-01,-5.0080E-01,-4.0750E-01,-4.1340E-01,-8.0570E-01,-1.1100E-02,-9.8200E-02,-9.9400E-02,1.1579E+00,1.3000E-01,2.1200E+00,9.0000E-02,3.8000E-01,2.9715E+00,1.3971E-01,1.3015E+00,5.5000E-01,4.7000E+00,5.5329E-01,1.2405E+00,1.1522E-02,2.6818E-01
9.7000E-09,2.2900E+01,1.3900E+01,2.1300E+01,1.6600E+01,3.3250E+01,7.0970E-01,7.4670E-01,7.5730E-01,2.2150E-01,-5.0080E-01,-4.0750E-01,-4.1340E-01,-8.0570E-01,-1.1100E-02,-9.8200E-02,-9.9400E-02,1.1579E+00,1.3000E-01,2.1200E+00,9.0000E-02,3.7000E-01,2.9970E+00,1.4425E-01,1.3026E+00,5.5000E-01,4.7300E+00,5.5329E-01,1.2397E+00,0.0000E+00,1.7199E-01
9.7000E-09,2.2900E+01,1.3900E+01,2.1300E+01,1.6600E+01,3.3000E+01,7.0970E-01,7.4670E-01,7.5730E-01,2.2150E-01,-5.0080E-01,-4.0750E-01,-4.1340E-01,-8.0570E-01,-1.1100E-02,-9.8200E-02,-9.9400E-02,1.1579E+00,1.3000E-01,2.1200E+00,9.0000E-02,3.7000E-01,3.0163E+00,1.4712E-01,1.3035E+00,5.5000E-01,4.7400E+00,5.5329E-01,1.2406E+00,1.9553E-01,5.0424E-01
9.7000E-09,2.2800E+01,1.3900E+01,2.1300E+01,1.6600E+01,3.3250E+01,7.0970E-01,7.4670E-01,7.5730E-01,2.2150E-01,-5.0080E-01,-4.0750E-01,-4.1340E-01,-8.0570E-01,-1.1100E-02,-9.8200E-02,-9.9400E-02,1.1579E+00,1.3000E-01,2.1200E+00,2.1000E-01,3.8000E-01,3.0295E+00,1.4930E-01,1.3048E+00,5.6000E-01,4.7200E+00,5.4042E-01,1.2320E+00,4.1354E-01,6.9553E-01
9.7000E-09,2.2800E+01,1.3900E+01,2.1300E+01,1.6600E+01,3.3250E+01,7.0970E-01,7.4670E-01,7.5730E-01,2.2150E-01,-5.0080E-01,-4.0750E-01,-4.1340E-01,-8.0570E-01,-1.1100E-02,-9.8200E-02,-9.9400E-02,1.1579E+00,1.3000E-01,2.1200E+00,1.4000E-01,3.8000E-01,3.0377E+00,1.5130E-01,1.3065E+00,5.6000E-01,4.7300E+00,5.4042E-01,1.2328E+00,1.0000E-02,2.4110E-01
9.7000E-09,2.2800E+01,1.3900E+01,2.1300E+01,1.6600E+01,3.3250E+01,7.0970E-01,7.4670E-01,7.5730E-01,2.2150E-01,-5.0080E-01,-4.0750E-01,-4.1340E-01,-8.0570E-01,-1.1100E-02,-9.8200E-02,-9.9400E-02,1.1579E+00,1.3000E-01,2.1200E+00,9.0000E-02,3.8000E-01,3.0428E+00,1.5476E-01,1.3076E+00,5.6000E-01,4.7300E+00,5.4042E-01,1.2328E+00,5.1765E-01,7.9426E-01
9.7000E-09,2.2800E+01,1.4000E+01,2.1300E+01,1.6600E+01,3.3250E+01,7.0970E-01,7.4670E-01,7.5730E-01,2.2150E-01,-5.0080E-01,-4.0750E-01,-4.1340E-01,-8.0570E-01,-1.1100E-02,-9.8200E-02,-9.9400E-02,1.1579E+00,1.3000E-01,2.1200E+00,9.0000E-02,3.8000E-01,3.0400E+00,1.5770E-01,1.3086E+00,5.5000E-01,4.7400E+00,5.1915E-01,1.2303E+00,2.6744E-02,3.0087E-01
9.7000E-09,2.2800E+01,1.4000E+01,2.1300E+01,1.6600E+01,3.3250E+01,7.0970E-01,7.4670E-01,7.5730E-01,2.2150E-01,-5.0080E-01,-4.0750E-01,-4.1340E-01,-8.0570E-01,-1.1100E-02,-9.8200E-02,-9.9400E-02,1.1579E+00,1.4000E-01,2.1600E+00,2.5000E-01,3.8000E-01,3.0372E+00,1.5912E-01,1.3095E+00,5.6000E-01,4.7500E+00,5.4042E-01,1.2346E+00,0.0000E+00,2.1891E-02
9.7000E-09,2.2800E+01,1.4000E+01,2.1300E+01,1.6600E+01,3.3250E+01,7.0970E-01,7.4670E-01,7.5730E-01,2.2150E-01,-5.0080E-01,-4.0750E-01,-4.1340E-01,-8.0570E-01,-1.1100E-02,-9.8200E-02,-9.9400E-02,1.1579E+00,1.3000E-01,2.1200E+00,9.0000E-02,3.7000E-01,3.0407E+00,1.6075E-01,1.3107E+00,5.6000E-01,4.7700E+00,5.4042E-01,1.2330E+00,1.3510E-01,4.4650E-01
9.3000E-09,2.2800E+01,1.4000E+01,2.1300E+01,1.6600E+01,3.3250E+01,7.0970E-01,7.4670E-01,7.5730E-01,2.2150E-01,-5.0080E-01,-4.0750E-01,-4.1340E-01,-8.0570E-01,-1.1100E-02,-9.8200E-02,-9.9400E-02,1.1579E+00,1.3000E-01,2.1200E+00,1.2000E-01,3.7000E-01,3.0424E+00,1.6227E-01,1.3119E+00,5.6000E-01,4.7300E+00,5.4042E-01,1.2328E+00,1.7447E-02,2.8958E-01
9.3000E-09,2.2800E+01,1.4100E+01,2.1300E+01,1.6600E+01,3.3500E+01,7.0970E-01,7.4670E-01,7.5730E-01,2.2150E-01,-5.0080E-01,-4.0750E-01,-4.1340E-01,-8.0570E-01,-1.1100E-02,-9.8200E-02,-9.9400E-02,1.1579E+00,1.3000E-01,2.1200E+00,9.0000E-02,3.7000E-01,3.0458E+00,1.6581E-01,1.3129E+00,5.7000E-01,4.7700E+00,5.2807E-01,1.2193E+00,3.9000E-02,3.3099E-01
9.3000E-09,2.2800E+01,1.4100E+01,2.1300E+01,1.6600E+01,3.3250E+01,7.0970E-01,7.4670E-01,7.5730E-01,2.2150E-01,-5.0080E-01,-4.0750E-01,-4.1340E-01,-8.0570E-01,-1.1100E-02,-9.8200E-02,-9.9400E-02,1.1579E+00,1.3000E-01,2.1200E+00,9.0000E-02,3.8000E-01,3.0627E+00,1.7250E-01,1.3142E+00,5.6000E-01,4.7500E+00,5.0710E-01,1.2243E+00,3.4447E-01,6.3438E-01
9.3000E-09,2.2800E+01,1.4100E+01,2.1300E+01,1.6600E+01,3.3500E+01,7.0970E-01,7.4670E-01,7.5730E-01,2.2150E-01,-5.0080E-01,-4.0750E-01,-4.1340E-01,-8.0570E-01,-1.1100E-02,-9.8200E-02,-9.9400E-02,1.1579E+00,1.3000E-01,2.1600E+00,1.3000E-01,3.8000E-01,3.0707E+00,1.7680E-01,1.3147E+00,5.7000E-01,4.7300E+00,4.9555E-01,1.2190E+00,1.3442E-01,4.4256E-01
9.3000E-09,2.2800E+01,1.4100E+01,2.1300E+01,1.6600E+01,3.3250E+01,7.0970E-01,7.4670E-01,7.5730E-01,2.2150E-01,-5.0080E-01,-4.0750E-01,-4.1340E-01,-8.0570E-01,-1.1100E-02,-9.8200E-02,-9.9400E-02,1.1579E+00,1.3000E-01,2.1200E+00,9.0000E-02,3.8000E-01,3.0788E+00,1.8346E-01,1.3155E+00,5.8000E-01,4.7700E+00,5.1623E-01,1.2193E+00,0.0000E+00,1.0180E-01
9.3000E-09,2.2800E+01,1.4100E+01,2.1300E+01,1.6600E+01,3.3500E+01,7.0970E-01,7.4670E-01,7.5730E-01,2.2150E-01,-5.0080E-01,-4.0750E-01,-4.1340E-01,-8.0570E-01,-1.1100E-02,-9.8200E-02,-9.9400E-02,1.1579E+00,1.3000E-01,2.1200E+00,9.0000E-02,3.7000E-01,3.0872E+00,1.8967E-01,1.3167E+00,5.8000E-01,4.7500E+00,4.8448E-01,1.2139E+00,3.7500E-01,6.6001E-01
9.3000E-09,2.2700E+01,1.4100E+01,2.1300E+01,1.6600E+01,3.3500E+01,7.0970E-01,7.4670E-01,7.5730E-01,2.2150E-01,-5.0080E-01,-4.0750E-01,-4.1340E-01,-8.0570E-01,-1.1100E-02,-9.8200E-02,-9.9400E-02,1.1579E+00,1.3000E-01,2.1200E+00,2.0000E-01,3.8000E-01,3.0941E+00,1.9336E-01,1.3179E+00,5.7000E-01,4.8100E+00,4.9555E-01,1.2161E+00,4.7021E-01,7.5310E-01
9.3000E-09,2.2800E+01,1.4200E+01,2.1400E+01,1.6700E+01,3.3250E+01,7.0970E-01,7.4670E-01,7.5730E-01,2.2150E-01,-5.0080E-01,-4.0750E-01,-4.1340E-01,-8.0570E-01,-1.1100E-02,-9.8200E-02,-9.9400E-02,1.1579E+00,1.3000E-01,2.1200E+00,1.0000E-02,3.8000E-01,3.0955E+00,1.9707E-01,1.3190E+00,5.9000E-01,4.7800E+00,5.0486E-01,1.2133E+00,2.2875E-01,5.3485E-01
8.9000E-09,2.2800E+01,1.4200E+01,2.1300E+01,1.6600E+01,3.3500E+01,7.0970E-01,7.4670E-01,7.5730E-01,2.2150E-01,-5.0080E-01,-4.0750E-01,-4.1340E-01,-8.0570E-01,-1.1100E-02,-9.8200E-02,-9.9400E-02,1.1579E+00,1.3000E-01,2.1200E+00,9.0000E-02,3.7000E-01,3.1012E+00,2.0063E-01,1.3197E+00,6.0000E-01,4.7600E+00,4.9394E-01,1.2079E+00,0.0000E+00,1.1272E-01
8.9000E-09,2.2700E+01,1.4100E+01,2.1400E+01,1.6700E+01,3.3250E+01,7.0970E-01,7.4670E-01,7.5730E-01,2.2150E-01,-5.0080E-01,-4.0750E-01,-4.1340E-01,-8.0570E-01,-1.1100E-02,-9.8200E-02,-9.9400E-02,1.1579E+00,1.3000E-01,2.1200E+00,9.0000E-02,3.9000E-01,3.1048E+00,2.0387E-01,1.3214E+00,5.9000E-01,4.7900E+00,4.7385E-01,1.2038E+00,0.0000E+00,1.3875E-01
8.9000E-09,2.2700E+01,1.4100E+01,2.1400E+01,1.6700E+01,3.3500E+01,7.0970E-01,7.4670E-01,7.5730E-01,2.2150E-01,-5.0080E-01,-4.0750E-01,-4.1340E-01,-8.0570E-01,-1.1100E-02,-9.8200E-02,-9.9400E-02,1.1579E+00,1.3000E-01,2.1600E+00,1.3000E-01,3.9000E-01,3.1042E+00,2.0660E-01,1.3232E+00,6.0000E-01,4.8000E+00,4.9394E-01,1.1943E+00,5.0469E-01,7.8465E-01
8.9000E-09,2.2700E+01,1.4100E+01,2.1400E+01,1.6700E+01,3.3500E+01,7.0970E-01,7.4670E-01,7.5730E-01,2.2150E-01,-5.0080E-01,-4.0750E-01,-4.1340E-01,-8.0570E-01,-1.1100E-02,-9.8200E-02,-9.9400E-02,1.1579E+00,1.3000E-01,2.1200E+00,9.0000E-02,3.8000E-01,3.1091E+00,2.0625E-01,1.3248E+00,5.9000E-01,4.7100E+00,4.7385E-01,1.2171E+00,1.1562E-01,4.2612E-01
8.9000E-09,2.2700E+01,1.4200E+01,2.1400E+01,1.6700E+01,3.3500E+01,7.0970E-01,7.4670E-01,7.5730E-01,2.2150E-01,-5.0080E-01,-4.0750E-01,-4.1340E-01,-8.0570E-01,-1.1100E-02,-9.8200E-02,-9.9400E-02,1.1579E+00,1.4000E-01,2.1200E+00,9.0000E-02,3.7000E-01,3.1115E+00,2.0652E-01,1.3264E+00,5.9000E-01,4.8400E+00,4.7385E-01,1.1843E+00,3.4578E-01,6.3628E-01
8.9000E-09,2.2700E+01,1.4300E+01,2.1400E+01,1.6700E+01,3.3750E+01,7.0970E-01,7.4670E-01,7.5730E-01,2.2150E-01,-5.0080E-01,-4.0750E-01,-4.1340E-01,-8.0570E-01,-1.1100E-02,-9.8200E-02,-9.9400E-02,1.1579E+00,1.4000E-01,2.1200E+00,9.0000E-02,3.8000E-01,3.1142E+00,2.0929E-01,1.3276E+00,6.0000E-01,4.8400E+00,4.6365E-01,1.1808E+00,0.0000E+00,9.9429E-02
8.9000E-09,2.2700E+01,1.4300E+01,2.1400E+01,1.6700E+01,3.3500E+01,7.0970E-01,7.4670E-01,7.5730E-01,2.2150E-01,-5.0080E-01,-4.0750E-01,-4.1340E-01,-8.0570E-01,-1.1100E-02,-9.8200E-02,-9.9400E-02,1.1579E+00,1.3000E-01,2.1200E+00,9.0000E-02,3.8000E-01,3.1243E+00,2.1157E-01,1.3289E+00,6.1000E-01,4.8600E+00,4.5384E-01,1.1723E+00,0.0000E+00,2.3149E-01
8.9000E-09,2.2700E+01,1.4200E+01,2.1400E+01,1.6600E+01,3.3500E+01,7.0970E-01,7.4670E-01,7.5730E-01,2.2150E-01,-5.0080E-01,-4.0750E-01,-4.1340E-01,-8.0570E-01,-1.1100E-02,-9.8200E-02,-9.9400E-02,1.1579E+00,1.3000E-01,2.1300E+00,1.0000E-01,3.7000E-01,3.1388E+00,2.1356E-01,1.3313E+00,6.1000E-01,4.9400E+00,4.5384E-01,1.1561E+00,1.0000E-02,2.3315E-01
9.0000E-09,2.2700E+01,1.4200E+01,2.1400E+01,1.6700E+01,3.3500E+01,7.0970E-01,7.4670E-01,7.5730E-01,2.2150E-01,-5.0080E-01,-4.0750E-01,-4.1340E-01,-8.0570E-01,-1.1100E-02,-9.8200E-02,-9.9400E-02,1.1579E+00,1.3000E-01,2.1200E+00,9.0000E-02,3.7000E-01,3.1564E+00,2.1516E-01,1.3336E+00,6.2000E-01,4.9100E+00,4.4442E-01,1.1457E+00,3.2826E-02,3.2484E-01
9.0000E-09,2.2700E+01,1.4100E+01,2.1400E+01,1.6600E+01,3.3500E+01,7.0970E-01,7.4670E-01,7.5730E-01,2.2150E-01,-5.0080E-01,-4.0750E-01,-4.1340E-01,-8.0570E-01,-1.1100E-02,-9.8200E-02,-9.9400E-02,1.1579E+00,1.4000E-01,2.1200E+00,2.6000E-01,3.8000E-01,3.1706E+00,2.1677E-01,1.3361E+00,6.2000E-01,4.7100E+00,4.4442E-01,1.1852E+00,4.8104E-01,7.6294E-01
9.0000E-09,2.2800E+01,1.4200E+01,2.1400E+01,1.6600E+01,3.3750E+01,7.0970E-01,7.4670E-01,7.5730E-01,2.2150E-01,-5.0080E-01,-4.0750E-01,-4.1340E-01,-8.0570E-01,-1.1100E-02,-9.8200E-02,-9.9400E-02,1.1579E+00,1.3000E-01,2.1500E+00,1.0000E-01,3.8000E-01,3.1827E+00,2.1753E-01,1.3377E+00,6.2000E-01,4.8200E+00,4.4442E-01,1.1752E+00,3.9061E-01,6.7180E-01
9.0000E-09,2.2700E+01,1.4100E+01,2.1400E+01,1.6600E+01,3.3500E+01,7.0970E-01,7.4670E-01,7.5730E-01,2.2150E-01,-5.0080E-01,-4.0750E-01,-4.1340E-01,-8.0570E-01,-1.1100E-02,-9.8200E-02,-9.9400E-02,1.1579E+00,1.3000E-01,2.1200E+00,9.0000E-02,3.8000E-01,3.1874E+00,2.1765E-01,1.3398E+00,6.2000E-01,4.9800E+00,4.4442E-01,1.1251E+00,1.0000E-02,2.3359E-01
9.0000E-09,2.2700E+01,1.4100E+01,2.1400E+01,1.6600E+01,3.3750E+01,7.0970E-01,7.4670E-01,7.5730E-01,2.2150E-01,-5.0080E-01,-4.0750E-01,-4.1340E-01,-8.0570E-01,-1.1100E-02,-9.8200E-02,-9.9400E-02,1.1579E+00,1.3000E-01,2.1200E+00,9.0000E-02,3.8000E-01,3.1952E+00,2.1713E-01,1.3415E+00,6.2000E-01,4.9600E+00,4.4442E-01,1.1192E+00,4.9156E-01,7.7419E-01
9.0000E-09,2.2700E+01,1.4100E+01,2.1400E+01,1.6600E+01,3.3500E+01,7.0970E-01,7.4670E-01,7.5730E-01,2.2150E-01,-5.0080E-01,-4.0750E-01,-4.1340E-01,-8.0570E-01,-1.1100E-02,-9.8200E-02,-9.9400E-02,1.1579E+00,1.3000E-01,2.1200E+00,2.6000E-01,3.8000E-01,3.2006E+00,2.1811E-01,1.3428E+00,6.2000E-01,4.9500E+00,4.4442E-01,1.1360E+00,7.9773E-02,3.8548E-01
9.0000E-09,2.2700E+01,1.4000E+01,2.1400E+01,1.6600E+01,3.3500E+01,7.0970E-01,7.4670E-01,7.5730E-01,2.2150E-01,-5.0080E-01,-4.0750E-01,-4.1340E-01,-8.0570E-01,-1.1100E-02,-9.8200E-02,-9.9400E-02,1.1579E+00,1.3000E-01,2.1200E+00,9.0000E-02,3.8000E-01,3.1995E+00,2.1967E-01,1.3438E+00,6.2000E-01,4.9400E+00,4.4442E-01,1.1312E+00,1.5800E-01,4.7046E-01
9.0000E-09,2.2700E+01,1.4100E+01,2.1400E+01,1.6600E+01,3.3500E+01,7.0970E-01,7.4670E-01,7.5730E-01,2.2150E-01,-5.0080E-01,-4.0750E-01,-4.1340E-01,-8.0570E-01,-1.1100E-02,-9.8200E-02,-9.9400E-02,1.1579E+00,1.3000E-01,2.1200E+00,9.0000E-02,3.7000E-01,3.2013E+00,2.2176E-01,1.3446E+00,6.2000E-01,4.9700E+00,4.4442E-01,1.1204E+00,3.5765E-01,6.4673E-01
9.0000E-09,2.2700E+01,1.4000E+01,2.1400E+01,1.6600E+01,3.3750E+01,7.0970E-01,7.4670E-01,7.5730E-01,2.2150E-01,-5.0080E-01,-4.0750E-01,-4.1340E-01,-8.0570E-01,-1.1100E-02,-9.8200E-02,-9.9400E-02,1.1579E+00,1.3000E-01,2.1200E+00,9.0000E-02,3.8000E-01,3.2008E+00,2.2459E-01,1.3452E+00,6.2000E-01,4.8700E+00,4.4442E-01,1.1448E+00,4.7245E-01,7.5267E-01
9.2000E-09,2.2700E+01,1.4000E+01,2.1400E+01,1.6600E+01,3.3750E+01,7.0970E-01,7.4670E-01,7.5730E-01,2.2150E-01,-5.0080E-01,-4.0750E-01,-4.1340E-01,-8.0570E-01,-1.1100E-02,-9.8200E-02,-9.9400E-02,1.1579E+00,1.3000E-01,2.1200E+00,9.0000E-02,3.8000E-01,3.2104E+00,2.2428E-01,1.3458E+00,6.2000E-01,5.1000E+00,4.4442E-01,1.0751E+00,2.9400E-02,3.1538E-01
9.2000E-09,2.2700E+01,1.4000E+01,2.1400E+01,1.6600E+01,3.3500E+01,7.0970E-01,7.4670E-01,7.5730E-01,2.2150E-01,-5.0080E-01,-4.0750E-01,-4.1340E-01,-8.0570E-01,-1.1100E-02,-9.8200E-02,-9.9400E-02,1.1579E+00,1.3000E-01,2.1200E+00,1.9000E-01,3.8000E-01,3.2071E+00,2.2598E-01,1.3465E+00,6.2000E-01,5.0700E+00,4.4442E-01,1.0857E+00,8.0784E-02,3.8403E-01
9.2000E-09,2.2700E+01,1.4100E+01,2.1400E+01,1.6600E+01,3.3750E+01,7.0970E-01,7.4670E-01,7.5730E-01,2.2150E-01,-5.0080E-01,-4.0750E-01,-4.1340E-01,-8.0570E-01,-1.1100E-02,-9.8200E-02,-9.9400E-02,1.1579E+00,1.3000E-01,2.1200E+00,9.0000E-02,3.8000E-01,3.1965E+00,2.2529E-01,1.3467E+00,6.2000E-01,4.9100E+00,4.4442E-01,1.1205E+00,0.0000E+00,7.2041E-02
9.2000E-09,2.2700E+01,1.4000E+01,2.1400E+01,1.6600E+01,3.3750E+01,7.0970E-01,7.4670E-01,7.5730E-01,2.2150E-01,-5.0080E-01,-4.0750E-01,-4.1340E-01,-8.0570E-01,-1.1100E-02,-9.8200E-02,-9.9400E-02,1.1579E+00,1.3000E-01,2.1200E+00,9.0000E-02,3.8000E-01,3.1883E+00,2.2374E-01,1.3472E+00,6.2000E-01,5.0600E+00,4.4442E-01,1.0736E+00,2.4255E-02,3.1375E-01
9.2000E-09,2.2700E+01,1.4000E+01,2.1500E+01,1.6600E+01,3.3500E+01,7.0970E-01,7.4670E-01,7.5730E-01,2.2150E-01,-5.0080E-01,-4.0750E-01,-4.1340E-01,-8.0570E-01,-1.1100E-02,-9.8200E-02,-9.9400E-02,1.1579E+00,1.3000E-01,2.1200E+00,1.5000E-01,3.8000E-01,3.1811E+00,2.2338E-01,1.3478E+00,6.1000E-01,5.0600E+00,4.5384E-01,1.0881E+00,1.0920E-01,4.2169E-01
