E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30a,E30b
6.5000E-09,2.2300E+01,1.2900E+01,2.1500E+01,1.4900E+01,3.0250E+01,7.0960E-01,7.4870E-01,7.6020E-01,2.4840E-01,-5.0760E-01,-4.1260E-01,-4.1810E-01,-7.8720E-01,-8.3000E-03,-1.0100E-01,-1.0270E-01,1.0886E+00,1.3000E-01,2.1700E+00,1.3000E-01,3.8000E-01,3.2610E+00,8.6436E-02,1.3671E+00,6.1000E-01,5.8600E+00,4.8345E-01,9.7095E-01,3.9091E-02,4.2082E-01
6.5000E-09,2.2300E+01,1.2900E+01,2.1500E+01,1.4900E+01,3.0500E+01,7.0960E-01,7.4870E-01,7.6020E-01,2.4840E-01,-5.0760E-01,-4.1260E-01,-4.1810E-01,-7.8720E-01,-8.3000E-03,-1.0100E-01,-1.0270E-01,1.0886E+00,1.4000E-01,2.1700E+00,1.3000E-01,3.8000E-01,3.2590E+00,8.7439E-02,1.3669E+00,6.1000E-01,5.8600E+00,4.8345E-01,9.7095E-01,7.7292E-02,5.0671E-01
6.5000E-09,2.2300E+01,1.3000E+01,2.1600E+01,1.5200E+01,3.0250E+01,7.0960E-01,7.4870E-01,7.6020E-01,2.4840E-01,-5.0760E-01,-4.1260E-01,-4.1810E-01,-7.8720E-01,-8.3000E-03,-1.0100E-01,-1.0270E-01,1.0886E+00,1.3000E-01,2.1700E+00,1.3000E-01,3.8000E-01,3.2575E+00,8.4996E-02,1.3683E+00,6.1000E-01,5.8600E+00,4.8345E-01,9.7095E-01,7.0435E-02,4.1645E-01
6.7000E-09,2.2300E+01,1.3100E+01,2.1600E+01,1.5000E+01,3.0500E+01,7.0960E-01,7.4870E-01,7.6020E-01,2.4840E-01,-5.0760E-01,-4.1260E-01,-4.1810E-01,-7.8720E-01,-8.3000E-03,-1.0100E-01,-1.0270E-01,1.0886E+00,1.3000E-01,2.1300E+00,2.0000E-02,3.8000E-01,3.2600E+00,8.4548E-02,1.3687E+00,6.1000E-01,5.8600E+00,4.8345E-01,9.7095E-01,2.0000E-02,3.4002E-01
6.7000E-09,2.2300E+01,1.3100E+01,2.1600E+01,1.5100E+01,3.0250E+01,7.0960E-01,7.4870E-01,7.6020E-01,2.4840E-01,-5.0760E-01,-4.1260E-01,-4.1810E-01,-7.8720E-01,-8.3000E-03,-1.0100E-01,-1.0270E-01,1.0886E+00,1.3000E-01,2.1700E+00,1.3000E-01,3.8000E-01,3.2600E+00,8.4689E-02,1.3685E+00,6.1000E-01,5.8600E+00,4.8345E-01,9.7095E-01,2.0000E-02,3.4000E-01
6.7000E-09,2.2300E+01,1.3100E+01,2.1600E+01,1.5100E+01,3.0750E+01,7.0960E-01,7.4870E-01,7.6020E-01,2.4840E-01,-5.0760E-01,-4.1260E-01,-4.1810E-01,-7.8720E-01,-8.3000E-03,-1.0100E-01,-1.0270E-01,1.0886E+00,1.3000E-01,2.1700E+00,7.0000E-02,3.8000E-01,3.2600E+00,8.1556E-02,1.3672E+00,6.1000E-01,5.8600E+00,4.8345E-01,9.7095E-01,2.0345E-02,3.4474E-01
6.8000E-09,2.2200E+01,1.3100E+01,2.1600E+01,1.5100E+01,3.0500E+01,7.0960E-01,7.4870E-01,7.6020E-01,2.4840E-01,-5.0760E-01,-4.1260E-01,-4.1810E-01,-7.8720E-01,-8.3000E-03,-1.0100E-01,-1.0270E-01,1.0886E+00,1.3000E-01,2.1700E+00,1.3000E-01,3.8000E-01,3.2600E+00,7.9875E-02,1.3669E+00,6.1000E-01,5.8600E+00,4.8345E-01,9.7095E-01,5.0000E-02,4.4932E-01
6.5000E-09,2.2200E+01,1.3100E+01,2.1600E+01,1.5100E+01,3.0500E+01,7.0960E-01,7.4870E-01,7.6020E-01,2.4840E-01,-5.0760E-01,-4.1260E-01,-4.1810E-01,-7.8720E-01,-8.3000E-03,-1.0100E-01,-1.0270E-01,1.0886E+00,1.4000E-01,2.1700E+00,1.3000E-01,3.8000E-01,3.2600E+00,8.0691E-02,1.3655E+00,6.1000E-01,5.8600E+00,4.8345E-01,9.7095E-01,3.3778E-02,3.4953E-01
6.5000E-09,2.2200E+01,1.3200E+01,2.1600E+01,1.5200E+01,3.0250E+01,7.0960E-01,7.4870E-01,7.6020E-01,2.4840E-01,-5.0760E-01,-4.1260E-01,-4.1810E-01,-7.8720E-01,-8.3000E-03,-1.0100E-01,-1.0270E-01,1.0886E+00,1.3000E-01,2.1700E+00,2.8000E-01,3.8000E-01,3.2701E+00,8.1209E-02,1.3637E+00,6.1000E-01,5.8600E+00,4.8345E-01,9.7095E-01,2.6136E-02,3.4001E-01
6.5000E-09,2.2200E+01,1.3200E+01,2.1600E+01,1.5200E+01,3.0250E+01,7.0960E-01,7.4870E-01,7.6020E-01,2.4840E-01,-5.0760E-01,-4.1260E-01,-4.1810E-01,-7.8720E-01,-8.3000E-03,-1.0100E-01,-1.0270E-01,1.0886E+00,1.3000E-01,2.1700E+00,6.0000E-02,3.8000E-01,3.2659E+00,8.2925E-02,1.3617E+00,6.1000E-01,5.8600E+00,4.8345E-01,9.7095E-01,9.4894E-02,5.0210E-01
6.5000E-09,2.2200E+01,1.3200E+01,2.1600E+01,1.5200E+01,3.0500E+01,7.0960E-01,7.4870E-01,7.6020E-01,2.4840E-01,-5.0760E-01,-4.1260E-01,-4.1810E-01,-7.8720E-01,-8.3000E-03,-1.0100E-01,-1.0270E-01,1.0886E+00,1.4000E-01,2.1700E+00,6.0000E-02,3.8000E-01,3.2557E+00,8.5463E-02,1.3590E+00,6.1000E-01,5.8600E+00,4.8345E-01,9.7095E-01,4.1778E-02,4.0413E-01
6.8000E-09,2.2200E+01,1.3300E+01,2.1600E+01,1.5300E+01,3.0500E+01,7.0960E-01,7.4870E-01,7.6020E-01,2.4840E-01,-5.0760E-01,-4.1260E-01,-4.1810E-01,-7.8720E-01,-8.3000E-03,-1.0100E-01,-1.0270E-01,1.0886E+00,1.3000E-01,2.1700E+00,7.0000E-02,3.8000E-01,3.2330E+00,8.7188E-02,1.3567E+00,6.1000E-01,5.8600E+00,4.8345E-01,9.7095E-01,2.8800E-02,3.7881E-01
6.8000E-09,2.2200E+01,1.3300E+01,2.1600E+01,1.5300E+01,3.0250E+01,7.0960E-01,7.4870E-01,7.6020E-01,2.4840E-01,-5.0760E-01,-4.1260E-01,-4.1810E-01,-7.8720E-01,-8.3000E-03,-1.0100E-01,-1.0270E-01,1.0886E+00,1.3000E-01,2.1700E+00,2.5000E-01,3.8000E-01,3.2178E+00,9.0677E-02,1.3544E+00,6.1000E-01,5.8600E+00,4.8345E-01,9.7095E-01,2.8095E-02,3.6929E-01
6.8000E-09,2.2200E+01,1.3300E+01,2.1600E+01,1.5300E+01,3.0500E+01,7.0960E-01,7.4870E-01,7.6020E-01,2.4840E-01,-5.0760E-01,-4.1260E-01,-4.1810E-01,-7.8720E-01,-8.3000E-03,-1.0100E-01,-1.0270E-01,1.0886E+00,1.4000E-01,2.1300E+00,1.0000E-01,3.8000E-01,3.1957E+00,9.5681E-02,1.3517E+00,4.7000E-01,6.6500E+00,8.0667E-01,7.1185E-01,2.8491E-02,3.8095E-01
6.7000E-09,2.2200E+01,1.3300E+01,2.1600E+01,1.5400E+01,3.0250E+01,7.0960E-01,7.4870E-01,7.6020E-01,2.4840E-01,-5.0760E-01,-4.1260E-01,-4.1810E-01,-7.8720E-01,-8.3000E-03,-1.0100E-01,-1.0270E-01,1.0886E+00,1.4000E-01,2.1700E+00,6.0000E-02,3.8000E-01,3.1756E+00,1.0004E-01,1.3492E+00,4.7000E-01,6.7500E+00,8.0667E-01,7.2473E-01,6.2174E-02,3.4003E-01
6.7000E-09,2.2200E+01,1.3400E+01,2.1600E+01,1.5400E+01,3.0500E+01,7.0960E-01,7.4870E-01,7.6020E-01,2.4840E-01,-5.0760E-01,-4.1260E-01,-4.1810E-01,-7.8720E-01,-8.3000E-03,-1.0100E-01,-1.0270E-01,1.0886E+00,1.4000E-01,2.1700E+00,6.0000E-02,3.8000E-01,3.1596E+00,1.0798E-01,1.3470E+00,4.5000E-01,6.8100E+00,8.0762E-01,7.0481E-01,3.0000E-02,3.4005E-01
6.7000E-09,2.2200E+01,1.3400E+01,2.1600E+01,1.5400E+01,3.0250E+01,7.0960E-01,7.4870E-01,7.6020E-01,2.4840E-01,-5.0760E-01,-4.1260E-01,-4.1810E-01,-7.8720E-01,-8.3000E-03,-1.0100E-01,-1.0270E-01,1.0886E+00,1.4000E-01,2.1700E+00,2.1000E-01,3.8000E-01,3.1451E+00,1.1515E-01,1.3447E+00,4.6000E-01,6.6800E+00,8.2885E-01,6.8395E-01,4.0417E-02,3.9489E-01
6.7000E-09,2.2200E+01,1.3400E+01,2.1600E+01,1.5400E+01,3.0250E+01,7.0960E-01,7.4870E-01,7.6020E-01,2.4840E-01,-5.0760E-01,-4.1260E-01,-4.1810E-01,-7.8720E-01,-8.3000E-03,-1.0100E-01,-1.0270E-01,1.0886E+00,1.3000E-01,2.1500E+00,2.6000E-01,3.9000E-01,3.1500E+00,1.2369E-01,1.3433E+00,4.5000E-01,6.6000E+00,8.5197E-01,6.9474E-01,2.2791E-02,3.4007E-01
6.7000E-09,2.2200E+01,1.3400E+01,2.1600E+01,1.5500E+01,3.0250E+01,7.0960E-01,7.4870E-01,7.6020E-01,2.4840E-01,-5.0760E-01,-4.1260E-01,-4.1810E-01,-7.8720E-01,-8.3000E-03,-1.0100E-01,-1.0270E-01,1.0886E+00,1.4000E-01,2.1700E+00,7.0000E-02,3.9000E-01,3.1657E+00,1.3126E-01,1.3422E+00,4.5000E-01,6.7700E+00,8.5197E-01,6.7798E-01,5.1778E-02,4.1820E-01
6.7000E-09,2.2200E+01,1.3400E+01,2.1600E+01,1.5500E+01,3.0250E+01,7.0960E-01,7.4870E-01,7.6020E-01,2.4840E-01,-5.0760E-01,-4.1260E-01,-4.1810E-01,-7.8720E-01,-8.3000E-03,-1.0100E-01,-1.0270E-01,1.0886E+00,1.3000E-01,2.1700E+00,8.0000E-02,3.9000E-01,3.1672E+00,1.4095E-01,1.3418E+00,4.5000E-01,6.7700E+00,8.5197E-01,6.7798E-01,5.2174E-02,3.8663E-01
6.7000E-09,2.2200E+01,1.3400E+01,2.1600E+01,1.5400E+01,3.0500E+01,7.0960E-01,7.4870E-01,7.6020E-01,2.4840E-01,-5.0760E-01,-4.1260E-01,-4.1810E-01,-7.8720E-01,-8.3000E-03,-1.0100E-01,-1.0270E-01,1.0886E+00,1.4000E-01,2.1700E+00,1.4000E-01,3.9000E-01,3.1711E+00,1.5169E-01,1.3417E+00,4.5000E-01,6.7400E+00,8.0762E-01,6.7018E-01,2.5778E-02,3.4002E-01
6.7000E-09,2.2200E+01,1.3400E+01,2.1600E+01,1.5500E+01,3.0250E+01,7.0960E-01,7.4870E-01,7.6020E-01,2.4840E-01,-5.0760E-01,-4.1260E-01,-4.1810E-01,-7.8720E-01,-8.3000E-03,-1.0100E-01,-1.0270E-01,1.0886E+00,1.3000E-01,2.1700E+00,1.3000E-01,3.8000E-01,3.1726E+00,1.6266E-01,1.3416E+00,4.5000E-01,6.6700E+00,8.0762E-01,6.6455E-01,1.0854E-01,5.0242E-01
6.8000E-09,2.2200E+01,1.3300E+01,2.1600E+01,1.5500E+01,3.0250E+01,7.0960E-01,7.4870E-01,7.6020E-01,2.4840E-01,-5.0760E-01,-4.1260E-01,-4.1810E-01,-7.8720E-01,-8.3000E-03,-1.0100E-01,-1.0270E-01,1.0886E+00,1.4000E-01,2.1700E+00,1.3000E-01,3.8000E-01,3.1839E+00,1.7407E-01,1.3425E+00,4.6000E-01,6.4600E+00,8.2885E-01,6.8052E-01,2.4333E-02,3.4000E-01
6.8000E-09,2.2200E+01,1.3300E+01,2.1600E+01,1.5400E+01,3.0250E+01,7.0960E-01,7.4870E-01,7.6020E-01,2.4840E-01,-5.0760E-01,-4.1260E-01,-4.1810E-01,-7.8720E-01,-8.3000E-03,-1.0100E-01,-1.0270E-01,1.0886E+00,1.4000E-01,2.1300E+00,9.0000E-02,3.8000E-01,3.1878E+00,1.8749E-01,1.3445E+00,4.5000E-01,6.5500E+00,8.0762E-01,6.8346E-01,2.8500E-02,3.4000E-01
6.8000E-09,2.2200E+01,1.3300E+01,2.1600E+01,1.5500E+01,3.0250E+01,7.0960E-01,7.4870E-01,7.6020E-01,2.4840E-01,-5.0760E-01,-4.1260E-01,-4.1810E-01,-7.8720E-01,-8.3000E-03,-1.0100E-01,-1.0270E-01,1.0886E+00,1.4000E-01,2.1700E+00,1.3000E-01,3.8000E-01,3.1928E+00,1.9788E-01,1.3467E+00,4.5000E-01,6.4300E+00,8.0762E-01,6.9390E-01,3.3830E-02,3.7352E-01
6.7000E-09,2.2200E+01,1.3300E+01,2.1600E+01,1.5400E+01,3.0250E+01,7.0960E-01,7.4870E-01,7.6020E-01,2.4840E-01,-5.0760E-01,-4.1260E-01,-4.1810E-01,-7.8720E-01,-8.3000E-03,-1.0100E-01,-1.0270E-01,1.0886E+00,1.4000E-01,2.1700E+00,1.3000E-01,3.8000E-01,3.1997E+00,2.0850E-01,1.3469E+00,4.6000E-01,6.4400E+00,7.8540E-01,6.9558E-01,2.2653E-02,3.4003E-01
6.7000E-09,2.2200E+01,1.3300E+01,2.1600E+01,1.5400E+01,3.0250E+01,7.0960E-01,7.4870E-01,7.6020E-01,2.4840E-01,-5.0760E-01,-4.1260E-01,-4.1810E-01,-7.8720E-01,-8.3000E-03,-1.0100E-01,-1.0270E-01,1.0886E+00,1.3000E-01,2.1700E+00,1.3000E-01,3.7000E-01,3.1981E+00,2.1548E-01,1.3472E+00,4.5000E-01,6.7100E+00,8.0762E-01,6.6820E-01,4.2727E-02,4.1635E-01
6.6000E-09,2.2200E+01,1.3300E+01,2.1600E+01,1.5400E+01,3.0500E+01,7.0960E-01,7.4870E-01,7.6020E-01,2.4840E-01,-5.0760E-01,-4.1260E-01,-4.1810E-01,-7.8720E-01,-8.3000E-03,-1.0100E-01,-1.0270E-01,1.0886E+00,1.3000E-01,2.1600E+00,1.2000E-01,3.8000E-01,3.1968E+00,2.2092E-01,1.3470E+00,4.6000E-01,6.6200E+00,7.8540E-01,6.6811E-01,1.2750E-01,3.8960E-01
6.6000E-09,2.2200E+01,1.3300E+01,2.1600E+01,1.5400E+01,3.0250E+01,7.0960E-01,7.4870E-01,7.6020E-01,2.4840E-01,-5.0760E-01,-4.1260E-01,-4.1810E-01,-7.8720E-01,-8.3000E-03,-1.0100E-01,-1.0270E-01,1.0886E+00,1.4000E-01,2.1700E+00,2.1000E-01,3.8000E-01,3.1928E+00,2.2693E-01,1.3475E+00,4.5000E-01,6.4000E+00,8.0762E-01,7.1054E-01,4.6458E-02,3.4002E-01
6.6000E-09,2.2200E+01,1.3300E+01,2.1600E+01,1.5400E+01,3.0250E+01,7.0960E-01,7.4870E-01,7.6020E-01,2.4840E-01,-5.0760E-01,-4.1260E-01,-4.1810E-01,-7.8720E-01,-8.3000E-03,-1.0100E-01,-1.0270E-01,1.0886E+00,1.4000E-01,2.1700E+00,2.2000E-01,3.8000E-01,3.1901E+00,2.3426E-01,1.3472E+00,4.6000E-01,6.6100E+00,7.8540E-01,6.7541E-01,2.5385E-02,3.4002E-01
6.8000E-09,2.2200E+01,1.3300E+01,2.1600E+01,1.5400E+01,3.0250E+01,7.0960E-01,7.4870E-01,7.6020E-01,2.4840E-01,-5.0760E-01,-4.1260E-01,-4.1810E-01,-7.8720E-01,-8.3000E-03,-1.0100E-01,-1.0270E-01,1.0886E+00,1.3000E-01,2.1700E+00,1.3000E-01,3.9000E-01,3.1815E+00,2.4007E-01,1.3469E+00,4.9000E-01,6.5500E+00,7.2425E-01,6.6838E-01,2.6957E-02,3.5069E-01
6.8000E-09,2.2200E+01,1.3200E+01,2.1600E+01,1.5400E+01,3.0250E+01,7.0960E-01,7.4870E-01,7.6020E-01,2.4840E-01,-5.0760E-01,-4.1260E-01,-4.1810E-01,-7.8720E-01,-8.3000E-03,-1.0100E-01,-1.0270E-01,1.0886E+00,1.3000E-01,2.1500E+00,1.0000E-01,3.9000E-01,3.1720E+00,2.4312E-01,1.3470E+00,4.9000E-01,6.5500E+00,7.2425E-01,6.6838E-01,2.3590E-02,3.4001E-01
6.8000E-09,2.2200E+01,1.3300E+01,2.1600E+01,1.5400E+01,3.0000E+01,7.0960E-01,7.4870E-01,7.6020E-01,2.4840E-01,-5.0760E-01,-4.1260E-01,-4.1810E-01,-7.8720E-01,-8.3000E-03,-1.0100E-01,-1.0270E-01,1.0886E+00,1.4000E-01,2.1700E+00,1.3000E-01,3.8000E-01,3.1644E+00,2.4283E-01,1.3464E+00,4.8000E-01,6.5300E+00,7.0226E-01,6.7709E-01,2.2391E-02,3.4160E-01
6.6000E-09,2.2200E+01,1.3300E+01,2.1600E+01,1.5400E+01,3.0250E+01,7.0960E-01,7.4870E-01,7.6020E-01,2.4840E-01,-5.0760E-01,-4.1260E-01,-4.1810E-01,-7.8720E-01,-8.3000E-03,-1.0100E-01,-1.0270E-01,1.0886E+00,1.3000E-01,2.1300E+00,2.7000E-01,3.8000E-01,3.1558E+00,2.4492E-01,1.3460E+00,4.5000E-01,6.6300E+00,8.0762E-01,6.6086E-01,1.7149E-01,4.7175E-01
6.6000E-09,2.2200E+01,1.3400E+01,2.1600E+01,1.5500E+01,3.0250E+01,7.0960E-01,7.4870E-01,7.6020E-01,2.4840E-01,-5.0760E-01,-4.1260E-01,-4.1810E-01,-7.8720E-01,-8.3000E-03,-1.0100E-01,-1.0270E-01,1.0886E+00,1.3000E-01,2.1700E+00,1.3000E-01,3.8000E-01,3.1540E+00,2.4731E-01,1.3458E+00,4.5000E-01,6.6100E+00,8.0762E-01,6.7541E-01,2.4000E-02,3.4002E-01
6.6000E-09,2.2200E+01,1.3400E+01,2.1600E+01,1.5500E+01,3.0250E+01,7.0960E-01,7.4870E-01,7.6020E-01,2.4840E-01,-5.0760E-01,-4.1260E-01,-4.1810E-01,-7.8720E-01,-8.3000E-03,-1.0100E-01,-1.0270E-01,1.0886E+00,1.3000E-01,2.1700E+00,1.3000E-01,3.9000E-01,3.1625E+00,2.4810E-01,1.3456E+00,4.6000E-01,6.6400E+00,8.2885E-01,6.6253E-01,4.4615E-02,4.1044E-01
6.6000E-09,2.2200E+01,1.3500E+01,2.1600E+01,1.5500E+01,3.0250E+01,7.0960E-01,7.4870E-01,7.6020E-01,2.4840E-01,-5.0760E-01,-4.1260E-01,-4.1810E-01,-7.8720E-01,-8.3000E-03,-1.0100E-01,-1.0270E-01,1.0886E+00,1.3000E-01,2.1700E+00,6.0000E-02,3.7000E-01,3.1632E+00,2.5261E-01,1.3450E+00,4.5000E-01,6.3400E+00,8.0762E-01,7.1611E-01,2.5227E-02,3.4001E-01
6.5000E-09,2.2200E+01,1.3500E+01,2.1600E+01,1.5600E+01,3.0250E+01,7.0960E-01,7.4870E-01,7.6020E-01,2.4840E-01,-5.0760E-01,-4.1260E-01,-4.1810E-01,-7.8720E-01,-8.3000E-03,-1.0100E-01,-1.0270E-01,1.0886E+00,1.3000E-01,2.1700E+00,1.3000E-01,3.8000E-01,3.1671E+00,2.5521E-01,1.3443E+00,4.5000E-01,6.5400E+00,8.0762E-01,7.0302E-01,3.3830E-02,3.4000E-01
6.5000E-09,2.2200E+01,1.3500E+01,2.1600E+01,1.5600E+01,3.0250E+01,7.0960E-01,7.4870E-01,7.6020E-01,2.4840E-01,-5.0760E-01,-4.1260E-01,-4.1810E-01,-7.8720E-01,-8.3000E-03,-1.0100E-01,-1.0270E-01,1.0886E+00,1.4000E-01,2.1300E+00,1.0000E-01,3.8000E-01,3.1728E+00,2.5656E-01,1.3429E+00,4.5000E-01,6.6900E+00,8.0762E-01,6.6491E-01,1.4043E-01,5.7407E-01
6.5000E-09,2.2200E+01,1.3600E+01,2.1600E+01,1.5600E+01,3.0250E+01,7.0960E-01,7.4870E-01,7.6020E-01,2.4840E-01,-5.0760E-01,-4.1260E-01,-4.1810E-01,-7.8720E-01,-8.3000E-03,-1.0100E-01,-1.0270E-01,1.0886E+00,1.3000E-01,2.1700E+00,7.0000E-02,3.8000E-01,3.1782E+00,2.5924E-01,1.3422E+00,4.5000E-01,6.6900E+00,8.0762E-01,6.6491E-01,2.5532E-02,3.4991E-01
6.6000E-09,2.2200E+01,1.3600E+01,2.1600E+01,1.5700E+01,3.0250E+01,7.0960E-01,7.4870E-01,7.6020E-01,2.4840E-01,-5.0760E-01,-4.1260E-01,-4.1810E-01,-7.8720E-01,-8.3000E-03,-1.0100E-01,-1.0270E-01,1.0886E+00,1.4000E-01,2.1700E+00,1.3000E-01,3.9000E-01,3.1848E+00,2.6449E-01,1.3417E+00,4.5000E-01,6.6700E+00,8.0762E-01,6.9717E-01,6.9130E-02,3.4000E-01
6.6000E-09,2.2200E+01,1.3700E+01,2.1600E+01,1.5700E+01,3.0500E+01,7.0960E-01,7.4870E-01,7.6020E-01,2.4840E-01,-5.0760E-01,-4.1260E-01,-4.1810E-01,-7.8720E-01,-8.3000E-03,-1.0100E-01,-1.0270E-01,1.0886E+00,1.3000E-01,2.1700E+00,9.0000E-02,3.8000E-01,3.1884E+00,2.7865E-01,1.3423E+00,4.6000E-01,6.5300E+00,7.8540E-01,6.7407E-01,2.5652E-02,3.4005E-01
6.6000E-09,2.2200E+01,1.3700E+01,2.1600E+01,1.5700E+01,3.0250E+01,7.0960E-01,7.4870E-01,7.6020E-01,2.4840E-01,-5.0760E-01,-4.1260E-01,-4.1810E-01,-7.8720E-01,-8.3000E-03,-1.0100E-01,-1.0270E-01,1.0886E+00,1.3000E-01,2.1300E+00,8.0000E-02,3.9000E-01,3.1840E+00,2.9684E-01,1.3438E+00,4.6000E-01,6.7000E+00,8.2885E-01,6.6656E-01,5.8627E-02,4.2371E-01
6.6000E-09,2.2200E+01,1.3700E+01,2.1600E+01,1.5700E+01,3.0500E+01,7.0960E-01,7.4870E-01,7.6020E-01,2.4840E-01,-5.0760E-01,-4.1260E-01,-4.1810E-01,-7.8720E-01,-8.3000E-03,-1.0100E-01,-1.0270E-01,1.0886E+00,1.4000E-01,2.1700E+00,1.3000E-01,3.8000E-01,3.1731E+00,3.2149E-01,1.3464E+00,4.6000E-01,6.6600E+00,7.8540E-01,6.6585E-01,5.4048E-02,4.4025E-01
6.5000E-09,2.2200E+01,1.3800E+01,2.1600E+01,1.5800E+01,3.0500E+01,7.0960E-01,7.4870E-01,7.6020E-01,2.4840E-01,-5.0760E-01,-4.1260E-01,-4.1810E-01,-7.8720E-01,-8.3000E-03,-1.0100E-01,-1.0270E-01,1.0886E+00,1.3000E-01,2.1700E+00,6.0000E-02,3.7000E-01,3.1620E+00,3.4651E-01,1.3507E+00,4.7000E-01,6.5700E+00,7.6412E-01,6.6573E-01,9.3673E-02,5.0885E-01
6.5000E-09,2.2200E+01,1.3900E+01,2.1600E+01,1.5800E+01,3.0250E+01,7.0960E-01,7.4870E-01,7.6020E-01,2.4840E-01,-5.0760E-01,-4.1260E-01,-4.1810E-01,-7.8720E-01,-8.3000E-03,-1.0100E-01,-1.0270E-01,1.0886E+00,1.4000E-01,2.1700E+00,1.3000E-01,3.8000E-01,3.1646E+00,3.8202E-01,1.3560E+00,4.7000E-01,6.4700E+00,7.6412E-01,6.9139E-01,7.7895E-02,3.4004E-01
6.5000E-09,2.2200E+01,1.3900E+01,2.1600E+01,1.5800E+01,3.0250E+01,7.0960E-01,7.4870E-01,7.6020E-01,2.4840E-01,-5.0760E-01,-4.1260E-01,-4.1810E-01,-7.8720E-01,-8.3000E-03,-1.0100E-01,-1.0270E-01,1.0886E+00,1.4000E-01,2.1700E+00,1.3000E-01,3.8000E-01,3.1827E+00,4.1515E-01,1.3613E+00,4.9000E-01,6.6000E+00,6.8371E-01,6.6179E-01,2.1500E-02,3.4009E-01
6.6000E-09,2.2200E+01,1.3900E+01,2.1600E+01,1.6100E+01,3.0250E+01,7.0960E-01,7.4870E-01,7.6020E-01,2.4840E-01,-5.0760E-01,-4.1260E-01,-4.1810E-01,-7.8720E-01,-8.3000E-03,-1.0100E-01,-1.0270E-01,1.0886E+00,1.4000E-01,2.1300E+00,1.6000E-01,3.8000E-01,3.2258E+00,4.3968E-01,1.3667E+00,4.7000E-01,6.6500E+00,7.6412E-01,6.7012E-01,1.0979E-01,4.9190E-01
6.6000E-09,2.2200E+01,1.3900E+01,2.1600E+01,1.6000E+01,3.0000E+01,7.0960E-01,7.4870E-01,7.6020E-01,2.4840E-01,-5.0760E-01,-4.1260E-01,-4.1810E-01,-7.8720E-01,-8.3000E-03,-1.0100E-01,-1.0270E-01,1.0886E+00,1.4000E-01,2.1700E+00,1.3000E-01,3.8000E-01,3.2774E+00,4.5255E-01,1.3722E+00,5.3000E-01,6.4100E+00,6.1719E-01,6.8743E-01,7.3636E-02,4.6605E-01
6.6000E-09,2.2200E+01,1.3800E+01,2.1600E+01,1.6000E+01,3.0250E+01,7.0960E-01,7.4870E-01,7.6020E-01,2.4840E-01,-5.0760E-01,-4.1260E-01,-4.1810E-01,-7.8720E-01,-8.3000E-03,-1.0100E-01,-1.0270E-01,1.0886E+00,1.4000E-01,2.1400E+00,2.4000E-01,3.9000E-01,3.3459E+00,4.5788E-01,1.3775E+00,5.5000E-01,6.5300E+00,5.8800E-01,6.7709E-01,8.5472E-02,4.5511E-01
6.7000E-09,2.2200E+01,1.3900E+01,2.1600E+01,1.5900E+01,3.0250E+01,7.0960E-01,7.4870E-01,7.6020E-01,2.4840E-01,-5.0760E-01,-4.1260E-01,-4.1810E-01,-7.8720E-01,-8.3000E-03,-1.0100E-01,-1.0270E-01,1.0886E+00,1.4000E-01,2.1700E+00,1.3000E-01,3.8000E-01,3.4253E+00,4.5444E-01,1.3828E+00,6.0000E-01,6.7000E+00,4.6365E-01,6.6656E-01,1.0587E-01,5.2425E-01
6.7000E-09,2.2200E+01,1.3900E+01,2.1600E+01,1.5900E+01,3.0250E+01,7.0960E-01,7.4870E-01,7.6020E-01,2.4840E-01,-5.0760E-01,-4.1260E-01,-4.1810E-01,-7.8720E-01,-8.3000E-03,-1.0100E-01,-1.0270E-01,1.0886E+00,1.3000E-01,2.1800E+00,1.4000E-01,3.9000E-01,3.4983E+00,4.4270E-01,1.3877E+00,6.1000E-01,6.6400E+00,4.2483E-01,6.6549E-01,2.2093E-02,3.4003E-01
6.7000E-09,2.2300E+01,1.3900E+01,2.1600E+01,1.5900E+01,3.0250E+01,7.0960E-01,7.4870E-01,7.6020E-01,2.4840E-01,-5.0760E-01,-4.1260E-01,-4.1810E-01,-7.8720E-01,-8.3000E-03,-1.0100E-01,-1.0270E-01,1.0886E+00,1.3000E-01,2.1700E+00,1.3000E-01,3.8000E-01,3.5475E+00,4.2242E-01,1.3921E+00,6.1000E-01,6.6700E+00,4.2483E-01,6.6160E-01,2.3191E-02,3.4003E-01
6.7000E-09,2.2300E+01,1.3900E+01,2.1600E+01,1.6000E+01,3.0000E+01,7.0960E-01,7.4870E-01,7.6020E-01,2.4840E-01,-5.0760E-01,-4.1260E-01,-4.1810E-01,-7.8720E-01,-8.3000E-03,-1.0100E-01,-1.0270E-01,1.0886E+00,1.4000E-01,2.1800E+00,1.4000E-01,3.9000E-01,3.5683E+00,3.9509E-01,1.3959E+00,6.2000E-01,6.7200E+00,4.1606E-01,6.8750E-01,2.2857E-02,3.4003E-01
